Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A New Knowledge Capitalization Framework in the Big Data Context Through Shared Parameters Experiences","Transactions on Large-Scale Data- and Knowledge-Centered Systems XLIII","","","","10.1007/978-3-662-62199-8_4","Badr HirchouaBrahim OuhbiBouchra FrikhIsmail Khalil","2020","http://link.springer.com/chapter/10.1007/978-3-662-62199-8_4","Chapter"
"Stock Market Forecasting by Using Support Vector Machines","Machine Learning Paradigms","","","","10.1007/978-3-030-49724-8_11","K. LiagkourasK. Metaxiotis","2020","http://link.springer.com/chapter/10.1007/978-3-030-49724-8_11","Chapter"
"Distributed modeling of smart parking system using LSTM with stochastic periodic predictions","Neural Computing and Applications","","32","14","10.1007/s00521-019-04613-y","Theodoros AnagnostopoulosPetr FedchenkovNikos TsotsolasKlimis NtalianisArkady ZaslavskyIoannis Salmon","2020","http://link.springer.com/article/10.1007/s00521-019-04613-y","Article"
"A Supervised Learning Based Decision Support System for Multi-Sensor Healthcare Data from Wireless Body Sensor Networks","Wireless Personal Communications","","","","10.1007/s11277-020-07762-9","J. J. JijeshShivashankarKeshavamurthy","2020","http://link.springer.com/article/10.1007/s11277-020-07762-9","Article"
"A bibliometric analysis of neutrosophic set: two decades review from 1998 to 2017","Artificial Intelligence Review","","53","1","10.1007/s10462-018-9652-0","Xindong PengJingguo Dai","2020","http://link.springer.com/article/10.1007/s10462-018-9652-0","Article"
"Evolutionary Computation","A Matrix Algebra Approach to Artificial Intelligence","","","","10.1007/978-981-15-2770-8_9","Xian-Da Zhang","2020","http://link.springer.com/chapter/10.1007/978-981-15-2770-8_9","Chapter"
"Pythagorean fuzzy MULTIMOORA method based on distance measure and score function: its application in multicriteria decision making process","Knowledge and Information Systems","","62","11","10.1007/s10115-020-01491-y","Chao HuangMingwei LinZeshui Xu","2020","http://link.springer.com/article/10.1007/s10115-020-01491-y","Article"
"Evaluation of Supply Chain Analytics Maturity Level with a Hesitant Fuzzy MCDM Technique","Intelligent and Fuzzy Techniques in Big Data Analytics and Decision Making","","","","10.1007/978-3-030-23756-1_127","Gülçin BüyüközkanMerve GülerEsin Mukul","2020","http://link.springer.com/chapter/10.1007/978-3-030-23756-1_127","Chapter"
"Methods to Analyze Negotiation Processes","Handbook of Group Decision and Negotiation","","","","10.1007/978-3-030-12051-1_8-1","Rudolf VetscheraSabine T. KoeszegiMichael Filzmoser","2020","http://link.springer.com/referenceworkentry/10.1007/978-3-030-12051-1_8-1","ReferenceWorkEntry"
"A systematic literature review of multicriteria recommender systems","Artificial Intelligence Review","","","","10.1007/s10462-020-09851-4","Diego MontiGiuseppe RizzoMaurizio Morisio","2020","http://link.springer.com/article/10.1007/s10462-020-09851-4","Article"
"Clustering","Data Science Concepts and Techniques with Applications","","","","10.1007/978-981-15-6133-7_6","Usman QamarMuhammad Summair Raza","2020","http://link.springer.com/chapter/10.1007/978-981-15-6133-7_6","Chapter"
"Integrated Design of Materials, Products, and Associated Manufacturing Processes","Architecting Robust Co-Design of Materials, Products, and Manufacturing Processes","","","","10.1007/978-3-030-45324-4_1","Anand Balu NellippallilJanet K. AllenB. P. GauthamAmarendra K. SinghFarrokh Mistree","2020","http://link.springer.com/chapter/10.1007/978-3-030-45324-4_1","Chapter"
"An Overview of Major Fishery Disciplines","Brief Introduction to Fisheries","","","","10.1007/978-981-15-3336-5_4","Xinjun ChenYinqi ZhouLiming SongZhihe WangKaijun WuChen Sun","2020","http://link.springer.com/chapter/10.1007/978-981-15-3336-5_4","Chapter"
"Intelligent system for selection of order picking technologies","Wireless Networks","","26","8","10.1007/s11276-020-02262-x","Gabriela Villarreal-ZapataTomas E. Salais-FierroJania Astrid Saucedo-Martínez","2020","http://link.springer.com/article/10.1007/s11276-020-02262-x","Article"
"Cloud service selection based on QoS-aware logistics","Soft Computing","","24","6","10.1007/s00500-019-04196-9","Wenxue RanHuijuan Liu","2020","http://link.springer.com/article/10.1007/s00500-019-04196-9","Article"
"Approach for Selecting and Integrating Cloud Services to Construct Hybrid Cloud","Journal of Grid Computing","","18","3","10.1007/s10723-020-09519-x","Joonseok ParkUngsoo KimDonggyu YunKeunhyuk Yeom","2020","http://link.springer.com/article/10.1007/s10723-020-09519-x","Article"
"Cross Domain Recommendations Based on the Application of Fuzzy AHP and Fuzzy Inference Method in Establishing Transdisciplinary Collaborations","Computational and Experimental Simulations in Engineering","","","","10.1007/978-3-030-27053-7_36","Maslina Binti ZolkepliTeh Noranis Binti Mohd. Aris","2020","http://link.springer.com/chapter/10.1007/978-3-030-27053-7_36","Chapter"
"An Agent-Based System for the Design of New Products Using a Fuzzy Multicriteria Approach","International Journal of Fuzzy Systems","","","","10.1007/s40815-020-00934-6","J. Francisco Figueroa-PerezJuan C. Leyva-LopezEdgar O. Pérez-ContrerasPedro J. SánchezAlan D. Ramirez-Noriega","2020","http://link.springer.com/article/10.1007/s40815-020-00934-6","Article"
"Targeting solutions in Bayesian multi-objective optimization: sequential and batch versions","Annals of Mathematics and Artificial Intelligence","","88","1 - 3","10.1007/s10472-019-09644-8","David GaudrieRodolphe Le RicheVictor PichenyBenoît EnauxVincent Herbert","2020","http://link.springer.com/article/10.1007/s10472-019-09644-8","Article"
"Intuitionistic Fuzzy InterCriteria Approach to the Assessment in a Fast Food Restaurant","Intelligent and Fuzzy Techniques in Big Data Analytics and Decision Making","","","","10.1007/978-3-030-23756-1_72","Velichka TranevaStoyan Tranev","2020","http://link.springer.com/chapter/10.1007/978-3-030-23756-1_72","Chapter"
"Service selection using fuzzy multi-criteria decision making: a comprehensive review","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-020-02441-w","Mohammad MasdariHemn Khezri","2020","http://link.springer.com/article/10.1007/s12652-020-02441-w","Article"
"Behavior based fuzzy security protocol for wireless networks","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-020-02060-5","R. MenakaR. RameshR. Dhanagopal","2020","http://link.springer.com/article/10.1007/s12652-020-02060-5","Article"
"Agent Reasoning in AI-Powered Negotiation","Handbook of Group Decision and Negotiation","","","","10.1007/978-3-030-12051-1_26-1","Tinglong DaiKatia SycaraRonghuo Zheng","2020","http://link.springer.com/referenceworkentry/10.1007/978-3-030-12051-1_26-1","ReferenceWorkEntry"
"An ontology supported hybrid approach for recommendation in emergency situations","Annals of Telecommunications","","75","7 - 8","10.1007/s12243-020-00786-z","Sonia MehlaSarika Jain","2020","http://link.springer.com/article/10.1007/s12243-020-00786-z","Article"
"The Role of Fuzzy Logic to Dealing with Epistemic Uncertainty in Supply Chain Risk Assessment: Review Standpoints","International Journal of Fuzzy Systems","","","","10.1007/s40815-020-00846-5","Alina Díaz-CurbeloRafael Alejandro Espin AndradeÁngel Manuel Gento Municio","2020","http://link.springer.com/article/10.1007/s40815-020-00846-5","Article"
"Application of Fuzzy TOPSIS for Credit Scoring","Intelligent and Fuzzy Techniques in Big Data Analytics and Decision Making","","","","10.1007/978-3-030-23756-1_93","Nihad Mehdiyev","2020","http://link.springer.com/chapter/10.1007/978-3-030-23756-1_93","Chapter"
"Representations of Uncertainty in Artificial Intelligence: Probability and Possibility","A Guided Tour of Artificial Intelligence Research","","","","10.1007/978-3-030-06164-7_3","Thierry DenœuxDidier DuboisHenri Prade","2020","http://link.springer.com/chapter/10.1007/978-3-030-06164-7_3","Chapter"
"Innovative Teaching Feedback System Design Using Hesitant Fuzzy AHP Approach","Intelligent and Fuzzy Techniques in Big Data Analytics and Decision Making","","","","10.1007/978-3-030-23756-1_119","Basar OztaysiSezi Cevik OnarCengiz Kahraman","2020","http://link.springer.com/chapter/10.1007/978-3-030-23756-1_119","Chapter"
"Customized ranking for products through online reviews: a method incorporating prospect theory with an improved VIKOR","Applied Intelligence","","50","6","10.1007/s10489-019-01577-3","Chuan ZhangYu-xin TianLing-wei FanYing-hui Li","2020","http://link.springer.com/article/10.1007/s10489-019-01577-3","Article"
"Group Decision Support Using the Analytic Hierarchy Process","Handbook of Group Decision and Negotiation","","","","10.1007/978-3-030-12051-1_51-1","José María Moreno-JiménezJuan AguarónMaría Teresa EscobarManuel Salvador","2020","http://link.springer.com/referenceworkentry/10.1007/978-3-030-12051-1_51-1","ReferenceWorkEntry"
"High-Performance Pareto-Based Optimization Model for Spatial Land Use Allocation","High Performance Computing for Geospatial Applications","","","","10.1007/978-3-030-47998-5_11","Xiaoya MaXiang ZhaoPing JiangYuangang Liu","2020","http://link.springer.com/chapter/10.1007/978-3-030-47998-5_11","Chapter"
"Sustainability and Life Cycle Assessment in Industrial Biotechnology: A Review of Current Approaches and Future Needs","Sustainability and Life Cycle Assessment in Industrial Biotechnology","","","","10.1007/10_2020_122","Magnus FröhlingMichael Hiete","2020","http://link.springer.com/chapter/10.1007/10_2020_122","Chapter"
"A Neutrosophic VIKOR Method-Based Decision-Making with an Improved Distance Measure and Score Function: Case Study of Selection for Renewable Energy Alternatives","Cognitive Computation","","","","10.1007/s12559-020-09765-x","Hasan EroğluRidvan Şahin","2020","http://link.springer.com/article/10.1007/s12559-020-09765-x","Article"
"Incremental Elicitation of Capacities for the Sugeno Integral with a Maximin Approach","Scalable Uncertainty Management","","","","10.1007/978-3-030-58449-8_11","Agnès RicoPaolo Viappiani","2020","http://link.springer.com/chapter/10.1007/978-3-030-58449-8_11","Chapter"
"Information System in Python","Multicriteria Portfolio Construction with Python","","","","10.1007/978-3-030-53743-2_6","Elissaios SarmasPanos XidonasHaris Doukas","2020","http://link.springer.com/chapter/10.1007/978-3-030-53743-2_6","Chapter"
"A survey of decision-making methods with probabilistic linguistic information: bibliometrics, preliminaries, methodologies, applications and future directions","Fuzzy Optimization and Decision Making","","19","1","10.1007/s10700-019-09309-5","Huchang LiaoXiaomei MiZeshui Xu","2020","http://link.springer.com/article/10.1007/s10700-019-09309-5","Article"
"Novel aggregation operators and ranking method for complex intuitionistic fuzzy sets and their applications to decision-making process","Artificial Intelligence Review","","53","5","10.1007/s10462-019-09772-x","Harish GargDimple Rani","2020","http://link.springer.com/article/10.1007/s10462-019-09772-x","Article"
"Measuring the Performance of Factoring and Financial Leasing Firms Under Balanced Scorecard Perspective Using Pythagorean Fuzzy Sets","Intelligent and Fuzzy Techniques in Big Data Analytics and Decision Making","","","","10.1007/978-3-030-23756-1_112","Ezgi DemirÇağlar KaramaşaSerpil AltınırmakNamık Kemal ErdoğanBasil Okoth","2020","http://link.springer.com/chapter/10.1007/978-3-030-23756-1_112","Chapter"
"An Integrated Balanced Scorecard and Fuzzy BOCR Decision Model for Performance Evaluation","Intelligent and Fuzzy Techniques in Big Data Analytics and Decision Making","","","","10.1007/978-3-030-23756-1_101","Kübra KarabeceTuncay Gürbüz","2020","http://link.springer.com/chapter/10.1007/978-3-030-23756-1_101","Chapter"
"Development of Conversational Deliberative Agents Driven by Personality via Fuzzy Outranking Relations","International Journal of Fuzzy Systems","","","","10.1007/s40815-020-00817-w","Xochitl Samantha Delgado-HernándezMaría Lucila Morales-RodriguezNelson Rangel-ValdezLaura Cruz-ReyesJorge Castro-Rivera","2020","http://link.springer.com/article/10.1007/s40815-020-00817-w","Article"
"S-MEDUTA: Combining Balanced Scorecard with Simulation and MCDA Techniques for the Evaluation of the Strategic Performance of an Emergency Department","GeNeDis 2018","","","","10.1007/978-3-030-32622-7_1","Panagiotis ManolitzasEvangelos GrigoroudisJason ChristodoulouNikolaos Matsatsinis","2020","http://link.springer.com/chapter/10.1007/978-3-030-32622-7_1","Chapter"
"User Comfort Achievement by Fuzzy Preferences Through an Emotion Communication System","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-030-60816-3_2","Pilar Fuster-ParraSebastià Galmés","2020","http://link.springer.com/chapter/10.1007/978-3-030-60816-3_2","Chapter"
"Evaluating Innovation Projects in Air Cargo Sector with Fuzzy COPRAS","Intelligent and Fuzzy Techniques in Big Data Analytics and Decision Making","","","","10.1007/978-3-030-23756-1_84","A. Cagri TolgaGul Durak","2020","http://link.springer.com/chapter/10.1007/978-3-030-23756-1_84","Chapter"
"Analysis of Relation Between Human Development and Competitiveness Using Fuzzy ANP and DEA","Intelligent and Fuzzy Techniques in Big Data Analytics and Decision Making","","","","10.1007/978-3-030-23756-1_103","Hakan KılıçÖzgür Kabak","2020","http://link.springer.com/chapter/10.1007/978-3-030-23756-1_103","Chapter"
"Evaluation of Hydroponic System in Vertical Farming via Fuzzy EDAS Method","Intelligent and Fuzzy Techniques in Big Data Analytics and Decision Making","","","","10.1007/978-3-030-23756-1_89","A. Cagri TolgaBerkan GamsizMurat Basar","2020","http://link.springer.com/chapter/10.1007/978-3-030-23756-1_89","Chapter"
"Electric fish optimization: a new heuristic algorithm inspired by electrolocation","Neural Computing and Applications","","32","15","10.1007/s00521-019-04641-8","Selim YilmazSevil Sen","2020","http://link.springer.com/article/10.1007/s00521-019-04641-8","Article"
"Enterprise Architecture Requirements for Digital Transformation Projects in an Automotive Industry","Proceedings on 25th International Joint Conference on Industrial Engineering and Operations Management – IJCIEOM","","","","10.1007/978-3-030-43616-2_31","Izabelle Cristine Hannemann de FreitasEduardo de Freitas Rocha LouresFernando DeschampsJosé Marcelo Almeida Prado Cestari","2020","http://link.springer.com/chapter/10.1007/978-3-030-43616-2_31","Chapter"
"Digital Transformation Project Portfolio Selection/Prioritization: Literature Review and Future Directions","Proceedings on 25th International Joint Conference on Industrial Engineering and Operations Management – IJCIEOM","","","","10.1007/978-3-030-43616-2_30","Camila Mantovani RodriguesFernando DeschampsEduardo de Freitas Rocha LouresJosé Marcelo Almeida Prado CestariIzabelle Hannemann de Freitas","2020","http://link.springer.com/chapter/10.1007/978-3-030-43616-2_30","Chapter"
"Decision Under Uncertainty","A Guided Tour of Artificial Intelligence Research","","","","10.1007/978-3-030-06164-7_17","Christophe GonzalesPatrice Perny","2020","http://link.springer.com/chapter/10.1007/978-3-030-06164-7_17","Chapter"
"Neutrosophic TOPSIS Method for Technology Evaluation of Unmanned Aerial Vehicles (UAVs)","Intelligent and Fuzzy Techniques in Big Data Analytics and Decision Making","","","","10.1007/978-3-030-23756-1_80","Ali Karaşanİhsan Kaya","2020","http://link.springer.com/chapter/10.1007/978-3-030-23756-1_80","Chapter"
"How to Revitalise a Historic District: A Stakeholders-Oriented Assessment Framework of Adaptive Reuse","Values and Functions for Future Cities","","","","10.1007/978-3-030-23786-8_1","Francesca AbastanteIsabella M. LamiBeatrice Mecca","2020","http://link.springer.com/chapter/10.1007/978-3-030-23786-8_1","Chapter"
"Module-based product family design: systematic literature review and meta-synthesis","Journal of Intelligent Manufacturing","","","","10.1007/s10845-020-01572-3","Leandro GaussDaniel P. LacerdaPaulo A. Cauchick Miguel","2020","http://link.springer.com/article/10.1007/s10845-020-01572-3","Article"
"Evaluation of User Preference Criteria on Smart Technologies for Smart Buildings","Intelligent and Fuzzy Techniques in Big Data Analytics and Decision Making","","","","10.1007/978-3-030-23756-1_85","Irem Ucal SariDoruk Karlikaya","2020","http://link.springer.com/chapter/10.1007/978-3-030-23756-1_85","Chapter"
"Smart Meter Selection Using Pythagorean Fuzzy Analytic Hierarchy Process","Intelligent and Fuzzy Techniques in Big Data Analytics and Decision Making","","","","10.1007/978-3-030-23756-1_107","Mehmet YörükoğluSerhat Aydın","2020","http://link.springer.com/chapter/10.1007/978-3-030-23756-1_107","Chapter"
"Supplier Selection with Intuitionistic Fuzzy AHP and Goal Programming","Intelligent and Fuzzy Techniques in Big Data Analytics and Decision Making","","","","10.1007/978-3-030-23756-1_100","Omer OzkanSerhat Aydin","2020","http://link.springer.com/chapter/10.1007/978-3-030-23756-1_100","Chapter"
"A comparison study of optimal scale combination selection in generalized multi-scale decision tables","International Journal of Machine Learning and Cybernetics","","11","5","10.1007/s13042-019-00954-1","Wei-Zhi WuYee Leung","2020","http://link.springer.com/article/10.1007/s13042-019-00954-1","Article"
"Selecting Strategic Partner for Iranian Official Airline Based on Mixed Fuzzy AHP and COPRAS Methods","Intelligent and Fuzzy Techniques in Big Data Analytics and Decision Making","","","","10.1007/978-3-030-23756-1_90","Gholam Ali MontazerKamran NourianfarMasoud Shayganmehr","2020","http://link.springer.com/chapter/10.1007/978-3-030-23756-1_90","Chapter"
"Improving the Performance in Occupational Health and Safety Management in the Electric Sector: An Integrated Methodology Using Fuzzy Multicriteria Approach","Digital Human Modeling and Applications in Health, Safety, Ergonomics and Risk Management. Human Communication, Organization and Work","","","","10.1007/978-3-030-49907-5_10","Genett Jimenez-DelgadoAlexa Senior-NavedaFreddy Marín-GonzalezJesus García-GuilianyLina Fontalvo-MolinaMiguel Ruiz-MuñozHugo Hernández-PalmaBertha Santos-Hernandez","2020","http://link.springer.com/chapter/10.1007/978-3-030-49907-5_10","Chapter"
"Decision support for personalized hospital choice using the DEX hierarchical model with SMAA","Knowledge and Information Systems","","62","8","10.1007/s10115-020-01448-1","Yi ChenShuai DingHandong ZhengYanchun ZhangShanlin Yang","2020","http://link.springer.com/article/10.1007/s10115-020-01448-1","Article"
"A Combined AHP-TOPSIS Approach for Evaluating the Process of Innovation and Integration of Management Systems in the Logistic Sector","HCI International 2020 – Late Breaking Papers: Interaction, Knowledge and Social Media","","","","10.1007/978-3-030-60152-2_40","Genett Jiménez-DelgadoGilberto SantosMaría João FélixPaulo TeixeiraJosé Carlos Sá","2020","http://link.springer.com/chapter/10.1007/978-3-030-60152-2_40","Chapter"
"Application to Stock Exchange Predictions","Analytical Theory of Democracy","","","","10.1007/978-3-030-39691-6_20","Andranik Tangian","2020","http://link.springer.com/chapter/10.1007/978-3-030-39691-6_20","Chapter"
"Evaluation of Logistics Service Providers with Uncertain Dynamic Intuitionistic Fuzzy Sets","Intelligent and Fuzzy Techniques in Big Data Analytics and Decision Making","","","","10.1007/978-3-030-23756-1_67","Serhat Aydın","2020","http://link.springer.com/chapter/10.1007/978-3-030-23756-1_67","Chapter"
"Multi-criteria and Multi-expert Wind Power Farm Location Selection Using a Pythagorean Fuzzy Analytic Hierarchy Process","Intelligent and Fuzzy Techniques in Big Data Analytics and Decision Making","","","","10.1007/978-3-030-23756-1_108","Irem OtayMiguel Jaller","2020","http://link.springer.com/chapter/10.1007/978-3-030-23756-1_108","Chapter"
"Risk management of hydropower projects for sustainable development: a review","Environment, Development and Sustainability","","","","10.1007/s10668-020-00607-2","Anuja ShaktawatShelly Vadhera","2020","http://link.springer.com/article/10.1007/s10668-020-00607-2","Article"
"Parallelized multiobjective efficient global optimization algorithm and its applications","Structural and Multidisciplinary Optimization","","61","2","10.1007/s00158-019-02417-1","Guangyong SunYe TianRuoyu WangJianguang FangQing Li","2020","http://link.springer.com/article/10.1007/s00158-019-02417-1","Article"
"Decision Making, ELECTRE, and SSEH","Expertise Under Scrutiny","","","","10.1007/978-3-030-20532-4_7","Myriam MeradBenjamin D. Trump","2020","http://link.springer.com/chapter/10.1007/978-3-030-20532-4_7","Chapter"
"Managing obsolescence of embedded hardware and software in secure and trusted systems","Frontiers of Engineering Management","","7","2","10.1007/s42524-019-0032-5","Zachary A. CollierJames H. Lambert","2020","http://link.springer.com/article/10.1007/s42524-019-0032-5","Article"
"Multi-objective optimization modelling for analysing sustainable development goals of Nigeria: Agenda 2030","Environment, Development and Sustainability","","","","10.1007/s10668-020-01022-3","Umar Muhammad ModibboIrfan AliAquil Ahmed","2020","http://link.springer.com/article/10.1007/s10668-020-01022-3","Article"
"Property valuation based on Choquet integral","Computational and Applied Mathematics","","39","2","10.1007/s40314-020-1122-z","Ünsal Özdilek","2020","http://link.springer.com/article/10.1007/s40314-020-1122-z","Article"
"Hospital service quality evaluation: an integrated model based on Pythagorean fuzzy AHP and fuzzy TOPSIS","Soft Computing","","24","5","10.1007/s00500-019-04084-2","Melih YucesanMuhammet Gul","2020","http://link.springer.com/article/10.1007/s00500-019-04084-2","Article"
"Auction Design to Procure Energy Efficiency Measures as Distributed Energy Resources","Sustainable Consumption","","","","10.1007/978-3-030-16985-5_23","Tiago de Barros CorreiaGabriel Moreira PintoVitor Hugo da Silva Oliveira","2020","http://link.springer.com/chapter/10.1007/978-3-030-16985-5_23","Chapter"
"Fuzzy Multi-objective Particle Swarm Optimization Solving the Three-Objective Portfolio Optimization Problem","International Journal of Fuzzy Systems","","","","10.1007/s40815-020-00928-4","Javier Alberto Rangel-GonzálezHéctor FraireJuan Frausto SolísLaura Cruz-ReyesClaudia Gomez-SantillanNelson Rangel-ValdezJuan Martín Carpio-Valadez","2020","http://link.springer.com/article/10.1007/s40815-020-00928-4","Article"
"Operations on Picture Fuzzy Numbers and Their Application in Multi-criteria Group Decision Making Problems","Biologically Inspired Techniques in Many-Criteria Decision Making","","","","10.1007/978-3-030-39033-4_17","Palash DuttaRajdeep BoraSatya Ranjan Dash","2020","http://link.springer.com/chapter/10.1007/978-3-030-39033-4_17","Chapter"
"Effect of ICT integration on SC flexibility, agility and company’ performance: the Mexican maquiladora experience","Wireless Networks","","26","7","10.1007/s11276-019-02068-6","Jorge Luis García-AlcarazValeria Martínez-LoyaJosé Roberto Díaz-RezaJulio Blanco-FernándezEmilio Jiménez-MacíasAlfonso Jesús Gil López","2020","http://link.springer.com/article/10.1007/s11276-019-02068-6","Article"
