Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Decision Making and Decision Support Systems","Multi-Level Decision Making","","","","10.1007/978-3-662-46059-7_1","Guangquan ZhangJie LuYa Gao","2015","http://link.springer.com/chapter/10.1007/978-3-662-46059-7_1","Chapter"
"Intelligent Decision Support Systems","Biometric and Intelligent Decision Making Support","","","","10.1007/978-3-319-13659-2_2","Arturas Kaklauskas","2015","http://link.springer.com/chapter/10.1007/978-3-319-13659-2_2","Chapter"
"The Research on Household Financial Multi-objective Decision Based on Assets and Liabilities Management","Proceedings of the 5th International Asia Conference on Industrial Engineering and Management Innovation (IEMI2014)","","","","10.2991/978-94-6239-100-0_79","Yan-wen LiuLu-wa PuChen Cao","2015","http://link.springer.com/chapter/10.2991/978-94-6239-100-0_79","Chapter"
"Multi Criteria Decision Making","Impact of Urbanization on Water Shortage in Face of Climatic Aberrations","","","","10.1007/978-981-4560-73-3_2","Mrinmoy Majumder","2015","http://link.springer.com/chapter/10.1007/978-981-4560-73-3_2","Chapter"
"A Type-2 Fuzzy Logic Approach for Multi-Criteria Group Decision Making","Granular Computing and Decision-Making","","","","10.1007/978-3-319-16829-6_6","Syibrah NaimHani Hagras","2015","http://link.springer.com/chapter/10.1007/978-3-319-16829-6_6","Chapter"
"Assessment of Vaccination Strategies Using Fuzzy Multi-criteria Decision Making","Proceedings of the Fifth International Conference on Fuzzy and Neuro Computing (FANCCO - 2015)","","","","10.1007/978-3-319-27212-2_16","Daphne LopezM. Gunasekaran","2015","http://link.springer.com/chapter/10.1007/978-3-319-27212-2_16","Chapter"
"Design and Implementation of a Policy Recommender System Towards Social Innovation: An Experience With Hybrid Machine Learning","Intelligent Data Analysis and Applications","","","","10.1007/978-3-319-21206-7_21","Hameed Al-QaheriSoumya Banerjee","2015","http://link.springer.com/chapter/10.1007/978-3-319-21206-7_21","Chapter"
"Criticality analysis of spare parts management: a multi-criteria classification regarding a cross-plant central warehouse strategy","Production Engineering","","9","2","10.1007/s11740-015-0602-2","J. StollR. KopfJ. SchneiderG. Lanza","2015","http://link.springer.com/article/10.1007/s11740-015-0602-2","Article"
"Data-Mining and Expert Models for Predicting Injury Risk in Ski Resorts","Decision Support Systems V – Big Data Analytics for Decision Making","","","","10.1007/978-3-319-18533-0_5","Marko BohanecBoris Delibašić","2015","http://link.springer.com/chapter/10.1007/978-3-319-18533-0_5","Chapter"
"Dynamic deployment of virtual machines in cloud computing using multi-objective optimization","Soft Computing","","19","8","10.1007/s00500-014-1406-6","Bo XuZhiping PengFangxiong XiaoAntonio Marcel GatesJian-Ping Yu","2015","http://link.springer.com/article/10.1007/s00500-014-1406-6","Article"
