Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Sustainable solid waste management system using multi-objective decision-making model: a method for maximizing social acceptance in Hoi An city, Vietnam","Environmental Science and Pollution Research","","26","33","10.1007/s11356-018-3498-5","Giang Minh HoangTakeshi FujiwaraToan Song Pham PhuLuong Duc Nguyen","2019","http://link.springer.com/article/10.1007/s11356-018-3498-5","Article"
"Multi-criteria Decision Making and Soft Computing for the Selection of Specialized IoT Platform","Recent Developments in Data Science and Intelligent Analysis of Information","","","","10.1007/978-3-319-97885-7_8","Yuriy KondratenkoGalyna KondratenkoIevgen Sidenko","2019","http://link.springer.com/chapter/10.1007/978-3-319-97885-7_8","Chapter"
"A big data intelligence analysis expression method based on machine learning","Cluster Computing","","22","4","10.1007/s10586-017-1578-9","Ruo HuHui-min ZhaoHong Xu","2019","http://link.springer.com/article/10.1007/s10586-017-1578-9","Article"
"Assessing Euro 2020 Strategy Using Multi-criteria Decision Making Methods: VIKOR and TOPSIS","Social Indicators Research","","142","2","10.1007/s11205-018-1938-8","Hasan TureSeyyide DoganDeniz Kocak","2019","http://link.springer.com/article/10.1007/s11205-018-1938-8","Article"
"An online variable-fidelity optimization approach for multi-objective design optimization","Structural and Multidisciplinary Optimization","","60","3","10.1007/s00158-019-02256-0","Leshi ShuPing JiangQi ZhouTingli Xie","2019","http://link.springer.com/article/10.1007/s00158-019-02256-0","Article"
"Fuzzy Multi-Objective Simulation-Optimization of Stepped Spillways Considering Flood Uncertainty","Water Resources Management","","33","7","10.1007/s11269-019-02263-2","Mehrdad Ghorbani MooseluMohammad Reza NikooNooshin Bakhtiari RayaniAzizallah Izady","2019","http://link.springer.com/article/10.1007/s11269-019-02263-2","Article"
"Metaheuristics-based Multi-objective Design of Global Robust Optimal Sliding Mode Control of Discrete Uncertain Systems","International Journal of Control, Automation and Systems","","17","6","10.1007/s12555-018-0486-y","Wafa BoukadidaAnouar BenamorHassani MessaoudPatrick Siarry","2019","http://link.springer.com/article/10.1007/s12555-018-0486-y","Article"
"A Neuro-fuzzy-Based Multi-criteria Risk Evaluation Approach: A Case Study of Underground Mining","Artificial Intelligence in IoT","","","","10.1007/978-3-030-04110-6_9","M. F. Ak","2019","http://link.springer.com/chapter/10.1007/978-3-030-04110-6_9","Chapter"
"Intuitionistic Fuzzy Multi Criteria Decision Making Approach to Crime Linkage Using Resemblance Function","International Journal of Applied and Computational Mathematics","","5","4","10.1007/s40819-019-0695-y","Soumendra GoalaPalash DuttaPranjal Talukdar","2019","http://link.springer.com/article/10.1007/s40819-019-0695-y","Article"
"Multi-Criteria Reverse Engineering for Food: Genesis and Ongoing Advances","Food Engineering Reviews","","11","1","10.1007/s12393-018-9186-x","R. ThomopoulosC. BaudritN. BoukhelifaR. BoutrouP. BucheE. GuichardV. GuillardE. LuttonP. S. MiradeA. NdiayeN. PerrotF. TaillandierT. Thomas-DanguinA. Tonda","2019","http://link.springer.com/article/10.1007/s12393-018-9186-x","Article"
"Abstracts from the 2019 Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","34","2","10.1007/s11606-019-05007-5","","2019","http://link.springer.com/article/10.1007/s11606-019-05007-5","Article"
"Recent research advances on interactive machine learning","Journal of Visualization","","22","2","10.1007/s12650-018-0531-1","Liu JiangShixia LiuChangjian Chen","2019","http://link.springer.com/article/10.1007/s12650-018-0531-1","Article"
"Social Media Analytics, Types and Methodology","Machine Learning Paradigms","","","","10.1007/978-3-030-15628-2_12","Paraskevas KoukarasChristos Tjortjis","2019","http://link.springer.com/chapter/10.1007/978-3-030-15628-2_12","Chapter"
