Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A multicriteria decision making approach applied to improving maintenance policies in healthcare organizations","BMC Medical Informatics and Decision Making","","16","1","10.1186/s12911-016-0282-7","María Carmen CarneroAndrés Gómez","2016","http://link.springer.com/article/10.1186/s12911-016-0282-7","Article"
"Multicriteria Decision Aid/Analysis in Finance","Multiple Criteria Decision Analysis","","","","10.1007/978-1-4939-3094-4_24","Jaap SpronkRalph E. SteuerConstantin Zopounidis","2016","http://link.springer.com/chapter/10.1007/978-1-4939-3094-4_24","Chapter"
"Integrating corporate governance and financial variables for the identification of qualified audit opinions with neural networks","Neural Computing and Applications","","27","5","10.1007/s00521-015-1944-6","M. A. Fernández-GámezF. García-LagosJ. R. Sánchez-Serrano","2016","http://link.springer.com/article/10.1007/s00521-015-1944-6","Article"
"A Fuzzy Multiphase and Multicriteria Decision-Making Method for Cutting Technologies Used in Shipyards","International Journal of Fuzzy Systems","","18","2","10.1007/s40815-015-0085-5","Selcuk CebiMurat OzkokMustafa KafaliCengiz Kahraman","2016","http://link.springer.com/article/10.1007/s40815-015-0085-5","Article"
"Applications of TLBO Algorithm and Its Modifications to Different Engineering and Science Disciplines","Teaching Learning Based Optimization Algorithm","","","","10.1007/978-3-319-22732-0_15","R. Venkata Rao","2016","http://link.springer.com/chapter/10.1007/978-3-319-22732-0_15","Chapter"
"Evaluation of Empirical Design Studies and Metrics","Experimental Design Research","","","","10.1007/978-3-319-33781-4_2","Mahmoud DinarJoshua D. SummersJami ShahYong-Seok Park","2016","http://link.springer.com/chapter/10.1007/978-3-319-33781-4_2","Chapter"
"Preferences in artificial intelligence","Annals of Mathematics and Artificial Intelligence","","77","3 - 4","10.1007/s10472-015-9475-5","Gabriella PigozziAlexis TsoukiàsPaolo Viappiani","2016","http://link.springer.com/article/10.1007/s10472-015-9475-5","Article"
"Theories in Business and Information Systems Engineering","Business & Information Systems Engineering","","58","4","10.1007/s12599-016-0439-z","Prof. Dr. Martin BichlerProf. Dr. Ulrich FrankDr. David AvisonDr. Julien MalaurentProf. Dr. Peter FettkeDr. Dirk HovorkaProf. Dr. Jan KrämerDaniel SchnurrDr. Benjamin MüllerProf. Dr. Leena SuhlProf. Dr. Bernhard Thalheim","2016","http://link.springer.com/article/10.1007/s12599-016-0439-z","Article"
"Multicriteria Analysis in Telecommunication Network Planning and Design: A Survey","Multiple Criteria Decision Analysis","","","","10.1007/978-1-4939-3094-4_26","João ClímacoJosé CraveirinhaRita Girão-Silva","2016","http://link.springer.com/chapter/10.1007/978-1-4939-3094-4_26","Chapter"
"International EcoHealth One Health Congress 2016","EcoHealth","","13","1","10.1007/s10393-016-1182-0","","2016","http://link.springer.com/article/10.1007/s10393-016-1182-0","Article"
"Subgroup Discovery Algorithms: A Survey and Empirical Evaluation","Journal of Computer Science and Technology","","31","3","10.1007/s11390-016-1647-1","Sumyea Helal","2016","http://link.springer.com/article/10.1007/s11390-016-1647-1","Article"
"Data-Driven Decision Making for School Leadership: A Critical Analysis of Supporting Systems","ICT in Education in Global Context","","","","10.1007/978-3-662-47956-8_8","Stylianos SergisDemetrios G. Sampson","2016","http://link.springer.com/chapter/10.1007/978-3-662-47956-8_8","Chapter"
"Science and technology convergence: with emphasis for nanotechnology-inspired convergence","Journal of Nanoparticle Research","","18","7","10.1007/s11051-016-3520-0","William S. BainbridgeMihail C. Roco","2016","http://link.springer.com/article/10.1007/s11051-016-3520-0","Article"
"An MCDM approach towards handling outliers in web data: a case study using OWA operators","Artificial Intelligence Review","","46","1","10.1007/s10462-015-9456-4","Ankit GuptaShruti Kohli","2016","http://link.springer.com/article/10.1007/s10462-015-9456-4","Article"
"A robust time delay auto-regressive exogenous fuzzy inference system for real-time estimation of catalyst temperature over engines coldstart operation: a multiobjective implementation scenario","International Journal of Dynamics and Control","","4","1","10.1007/s40435-014-0133-2","Ahmad MozaffariNasser L. Azad","2016","http://link.springer.com/article/10.1007/s40435-014-0133-2","Article"
"Multiobjective Sensor Planning for Accurate Reconstruction","Evolutionary Computer Vision","","","","10.1007/978-3-662-43693-6_7","Gustavo Olague","2016","http://link.springer.com/chapter/10.1007/978-3-662-43693-6_7","Chapter"
"Data-Based Forest Management with Uncertainties and Multiple Objectives","Machine Learning, Optimization, and Big Data","","","","10.1007/978-3-319-51469-7_2","Markus HartikainenKyle EyvindsonKaisa MiettinenAnnika Kangas","2016","http://link.springer.com/chapter/10.1007/978-3-319-51469-7_2","Chapter"
