Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Rough-Set-Based Decision Support","Search Methodologies","","","","10.1007/978-1-4614-6940-7_19","Roman SłowińskiSalvatore GrecoBenedetto Matarazzo","2014","http://link.springer.com/chapter/10.1007/978-1-4614-6940-7_19","Chapter"
"Survey of methods to visualize alternatives in multiple criteria decision making problems","OR Spectrum","","36","1","10.1007/s00291-012-0297-0","Kaisa Miettinen","2014","http://link.springer.com/article/10.1007/s00291-012-0297-0","Article"
"Subjective Weights Based Meta-Learning in Multi-criteria Decision Making","Advances in Soft Computing, Intelligent Robotics and Control","","","","10.1007/978-3-319-05945-7_7","Hamido FujitaYu-Chien Ko","2014","http://link.springer.com/chapter/10.1007/978-3-319-05945-7_7","Chapter"
"Monotonic Decision Tree for Interval Valued Data","Machine Learning and Cybernetics","","","","10.1007/978-3-662-45652-1_24","Hong ZhuJunhai ZhaiShanshan WangXizhao Wang","2014","http://link.springer.com/chapter/10.1007/978-3-662-45652-1_24","Chapter"
"A Research on Speech Enhancement Based on Hybrid Parallel Subbands HMM and Neural Network Model","Proceedings of the 3rd International Conference on Multimedia Technology (ICMT 2013)","","","","10.1007/978-3-642-41407-7_11","Zhao lvLi NiShiyu ChenXiaopei Wu","2014","http://link.springer.com/chapter/10.1007/978-3-642-41407-7_11","Chapter"
"Future Prospects of Human Interaction with Artificial Autonomous Systems","Adaptive and Intelligent Systems","","","","10.1007/978-3-319-11298-5_14","Andrzej M. J. Skulimowski","2014","http://link.springer.com/chapter/10.1007/978-3-319-11298-5_14","Chapter"
"Constraints Preserving Genetic Algorithm for Learning Fuzzy Measures with an Application to Ontology Matching","Advance Trends in Soft Computing","","","","10.1007/978-3-319-03674-8_9","Mohammad Al BoniDerek T. AndersonRoger L. King","2014","http://link.springer.com/chapter/10.1007/978-3-319-03674-8_9","Chapter"
"Credit Scoring","Multicriteria Analysis in Finance","","","","10.1007/978-3-319-05864-1_4","Michael DoumposConstantin Zopounidis","2014","http://link.springer.com/chapter/10.1007/978-3-319-05864-1_4","Chapter"
"Relevance feedback based on n-tuplewise comparison and the ELECTRE methodology and an application in content-based image retrieval","Multimedia Tools and Applications","","72","1","10.1007/s11042-013-1384-1","Pawel Rotter","2014","http://link.springer.com/article/10.1007/s11042-013-1384-1","Article"
"Meta-Programming with XML Schema","XML and Web Technologies for Data Sciences with R","","","","10.1007/978-1-4614-7900-0_14","Deborah NolanDuncan Temple Lang","2014","http://link.springer.com/chapter/10.1007/978-1-4614-7900-0_14","Chapter"
