Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Ranking cloud render farm services for a multi criteria recommender system","Sādhanā","","44","1","10.1007/s12046-018-0981-0","J Ruby AnnetteAisha Banu","2018","http://link.springer.com/article/10.1007/s12046-018-0981-0","Article"
"Review of Artificial Intelligence Applications in Garment Manufacturing","Artificial Intelligence for Fashion Industry in the Big Data Era","","","","10.1007/978-981-13-0080-6_6","Radhia Abd Jelil","2018","http://link.springer.com/chapter/10.1007/978-981-13-0080-6_6","Chapter"
"Energy modeling and data structure framework for Sustainable Human-Building Ecosystems (SHBE) — a review","Frontiers in Energy","","12","2","10.1007/s11708-017-0530-2","Suraj TaleleCaleb TraylorLaura ArpanCali CurleyChien-Fei ChenJulia DayRichard FeiockMirsad HadzikadicWilliam J. ToloneStan IngmanDale YeattsOmer T. KaraguzelKhee Poh LamCarol MenassaSvetlana PevnitskayaThomas Spiegelhalter","2018","http://link.springer.com/article/10.1007/s11708-017-0530-2","Article"
"Characterizing the effects of additive manufacturing process settings on part performance using approximation-assisted multi-objective optimization","Progress in Additive Manufacturing","","3","3","10.1007/s40964-018-0043-5","J. M. HamelC. SalsburyA. Bouck","2018","http://link.springer.com/article/10.1007/s40964-018-0043-5","Article"
"Technique for order performance by similarity to ideal solution for solving complex situations in multi-criteria optimization of the tracking channels of GPS baseband telecommunication receivers","Telecommunication Systems","","68","3","10.1007/s11235-017-0401-5","F. M. JumaahA. A. ZaidanB. B. ZaidanR. BahbibiM. Y. QahtanA. Sali","2018","http://link.springer.com/article/10.1007/s11235-017-0401-5","Article"
"Fuzzy Choquet Integration of Deep Convolutional Neural Networks for Remote Sensing","Computational Intelligence for Pattern Recognition","","","","10.1007/978-3-319-89629-8_1","Derek T. AndersonGrant J. ScottMuhammad Aminul IslamBryce MurrayRichard Marcum","2018","http://link.springer.com/chapter/10.1007/978-3-319-89629-8_1","Chapter"
"Dynamic Data Driven Application Systems (DDDAS) for Multimedia Content Analysis","Handbook of Dynamic Data Driven Applications Systems","","","","10.1007/978-3-319-95504-9_28","Erik BlaschAlex AvedShuvra S. Bhattacharyya","2018","http://link.springer.com/chapter/10.1007/978-3-319-95504-9_28","Chapter"
"Accurate and dynamic predictive model for better prediction in medicine and healthcare","Irish Journal of Medical Science (1971 -)","","187","2","10.1007/s11845-017-1655-3","H. O. AlanaziA. H. AbdullahK. N. QureshiA. S. Ismail","2018","http://link.springer.com/article/10.1007/s11845-017-1655-3","Article"
"Metaheuristic search techniques for multi-objective and stochastic problems: a history of the inventions of Walter J. Gutjahr in the past 22 years","Central European Journal of Operations Research","","26","2","10.1007/s10100-018-0522-2","Karl F. DoernerVittorio Maniezzo","2018","http://link.springer.com/article/10.1007/s10100-018-0522-2","Article"
"Methods for Evaluation of medical prediction Models, Tests And Biomarkers (MEMTAB) 2018 Symposium","Diagnostic and Prognostic Research","","2","1","10.1186/s41512-018-0036-3","","2018","http://link.springer.com/article/10.1186/s41512-018-0036-3","Article"
"Abstracts for the Ninth American Conference on Pharmacometrics (ACoP9)","Journal of Pharmacokinetics and Pharmacodynamics","","45","1","10.1007/s10928-018-9606-9","","2018","http://link.springer.com/article/10.1007/s10928-018-9606-9","Article"
"A novel multi-objective optimization algorithm based on artificial algae for multi-objective engineering design problems","Applied Intelligence","","48","10","10.1007/s10489-018-1170-x","Mohamed A. TawhidVimal Savsani","2018","http://link.springer.com/article/10.1007/s10489-018-1170-x","Article"
"Contractor Selection for Construction Projects Using Consensus Tools and Big Data","International Journal of Fuzzy Systems","","20","4","10.1007/s40815-017-0312-3","Osman TaylanMuhammed R. KabliCarlos PorcelEnrique Herrera-Viedma","2018","http://link.springer.com/article/10.1007/s40815-017-0312-3","Article"
"An ordered clustering algorithm based on K-means and the PROMETHEE method","International Journal of Machine Learning and Cybernetics","","9","6","10.1007/s13042-016-0617-9","Liuhao ChenZeshui XuHai WangShousheng Liu","2018","http://link.springer.com/article/10.1007/s13042-016-0617-9","Article"
"Modelling and Analysis of Multi-objective Service Selection Scheme in IoT-Cloud Environment","Cognitive Computing for Big Data Systems Over IoT","","","","10.1007/978-3-319-70688-7_3","Chinu SinglaNitish MahajanSakshi KaushalAmandeep VermaArun Kumar Sangaiah","2018","http://link.springer.com/chapter/10.1007/978-3-319-70688-7_3","Chapter"
"Health Informatics","Operations Research Applications in Health Care Management","","","","10.1007/978-3-319-65455-3_17","I. Burak ParlakA. Cağrı Tolga","2018","http://link.springer.com/chapter/10.1007/978-3-319-65455-3_17","Chapter"
"Low Data Fusion Framework Oriented to Information Quality for BCI Systems","Bioinformatics and Biomedical Engineering","","","","10.1007/978-3-319-78759-6_27","Miguel Alberto BecerraKarla C. Alvarez-UribeDiego Hernán Peluffo-Ordoñez","2018","http://link.springer.com/chapter/10.1007/978-3-319-78759-6_27","Chapter"
"Multimedia, Similarity, and Preferences: Adding Flexibility to Your Information Needs","A Comprehensive Guide Through the Italian Database Research Over the Last 25 Years","","","","10.1007/978-3-319-61893-7_8","Ilaria BartoliniPaolo CiacciaMarco Patella","2018","http://link.springer.com/chapter/10.1007/978-3-319-61893-7_8","Chapter"
"Enhanced multi-criteria recommender system based on fuzzy Bayesian approach","Multimedia Tools and Applications","","77","10","10.1007/s11042-017-4924-2","Vibhor KantTanisha JhalaniPragya Dwivedi","2018","http://link.springer.com/article/10.1007/s11042-017-4924-2","Article"
"Modeling Mixed Intelligent Systems","Mixed Intelligent Systems","","","","10.1007/978-3-319-91158-8_6","Tadeusz A. Grzeszczyk","2018","http://link.springer.com/chapter/10.1007/978-3-319-91158-8_6","Chapter"
"Comparison with the Reference Value on the Example of GIS-Based Applications","Dynamics in GIscience","","","","10.1007/978-3-319-61297-3_1","Dalibor BartoněkStanislava DermekováJán Škurla","2018","http://link.springer.com/chapter/10.1007/978-3-319-61297-3_1","Chapter"
"Application of Aggregation Operators to Assess the Credibility of User-Generated Content in Social Media","Information Processing and Management of Uncertainty in Knowledge-Based Systems. Theory and Foundations","","","","10.1007/978-3-319-91473-2_30","Gabriella PasiMarco Viviani","2018","http://link.springer.com/chapter/10.1007/978-3-319-91473-2_30","Chapter"
"Designing a Smart Tourism Mobile Application: User Modelling Through Social Networks’ User Implicit Data","Social Informatics","","","","10.1007/978-3-030-01159-8_14","Aristea KontogianniKaterina KabassiEfthimios Alepis","2018","http://link.springer.com/chapter/10.1007/978-3-030-01159-8_14","Chapter"
"Prediction of air travel demand using a hybrid artificial neural network (ANN) with Bat and Firefly algorithms: a case study","The Journal of Supercomputing","","74","10","10.1007/s11227-018-2452-0","Ali MostafaeipourAlireza GoliMojtaba Qolipour","2018","http://link.springer.com/article/10.1007/s11227-018-2452-0","Article"
"Towards ambient assisted cities using linked data and data analysis","Journal of Ambient Intelligence and Humanized Computing","","9","5","10.1007/s12652-018-0916-y","Rubén MuleroVladimir UrosevicAitor AlmeidaChristos Tatsiopoulos","2018","http://link.springer.com/article/10.1007/s12652-018-0916-y","Article"
"Review, analysis and synthesis of prognostic-based decision support methods for condition based maintenance","Journal of Intelligent Manufacturing","","29","6","10.1007/s10845-015-1179-5","Alexandros BousdekisBabis MagoutasDimitris ApostolouGregoris Mentzas","2018","http://link.springer.com/article/10.1007/s10845-015-1179-5","Article"
"Discrete Sugeno Integrals and Their Applications","Scalable Uncertainty Management","","","","10.1007/978-3-030-00461-3_2","Agnès Rico","2018","http://link.springer.com/chapter/10.1007/978-3-030-00461-3_2","Chapter"
"Metamodel to support decision-making from open government data","Journal of Ambient Intelligence and Humanized Computing","","9","3","10.1007/s12652-016-0443-7","Luz Andrea Rodríguez RojasJuan Manuel Cueva LovelleGiovanny Mauricio Tarazona BermúdezCarlos Enrique MontenegroElena Giménez de OryRubén Arístides González Crespo","2018","http://link.springer.com/article/10.1007/s12652-016-0443-7","Article"
"Quick fix for obstacles emerging in management recruitment measure using IOT-based candidate selection","Service Oriented Computing and Applications","","12","3 - 4","10.1007/s11761-018-0236-2","M. K. NallakaruppanU. Senthil Kumaran","2018","http://link.springer.com/article/10.1007/s11761-018-0236-2","Article"
"Multi-cost Bounded Reachability in MDP","Tools and Algorithms for the Construction and Analysis of Systems","","","","10.1007/978-3-319-89963-3_19","Arnd HartmannsSebastian JungesJoost-Pieter KatoenTim Quatmann","2018","http://link.springer.com/chapter/10.1007/978-3-319-89963-3_19","Chapter"
"State-of-art review of the optimization methods to design the configuration of hybrid renewable energy systems (HRESs)","Frontiers in Energy","","12","4","10.1007/s11708-018-0567-x","Maurizio FaccioMauro GamberiMarco BortoliniMojtaba Nedaei","2018","http://link.springer.com/article/10.1007/s11708-018-0567-x","Article"
"Multi-objective reliability-based optimization for cooling channel of a UHSS hot-stamping die","The International Journal of Advanced Manufacturing Technology","","97","9 - 12","10.1007/s00170-018-2065-z","Hui XieWei ChengHangyan WangShan FuWende LiWei Xiong","2018","http://link.springer.com/article/10.1007/s00170-018-2065-z","Article"
"Real-Time Fault-Tolerant mHealth System: Comprehensive Review of Healthcare Services, Opens Issues, Challenges and Methodological Aspects","Journal of Medical Systems","","42","8","10.1007/s10916-018-0983-9","A. S. AlbahriA. A. ZaidanO. S. AlbahriB. B. ZaidanM. A. Alsalem","2018","http://link.springer.com/article/10.1007/s10916-018-0983-9","Article"
"Overview of the application of geospatial technology to groundwater potential mapping in Nigeria","Arabian Journal of Geosciences","","11","17","10.1007/s12517-018-3852-4","Jamilu Bala Ahmed IIShattri Mansor","2018","http://link.springer.com/article/10.1007/s12517-018-3852-4","Article"
"A Novel Parallel Cellular Automata Algorithm for Multi-Objective Reservoir Operation Optimization","Water Resources Management","","32","2","10.1007/s11269-017-1839-7","Mohammad Hadi AfsharR. Hajiabadi","2018","http://link.springer.com/article/10.1007/s11269-017-1839-7","Article"
"Business Challenges of Big Data Application in Health Organization","Competitiveness in Emerging Markets","","","","10.1007/978-3-319-71722-7_28","Parisa Sadat MarashiHojatollah Hamidi","2018","http://link.springer.com/chapter/10.1007/978-3-319-71722-7_28","Chapter"
"A Novel Approach Based on Combining ANFIS, Genetic Algorithm and Fuzzy c-Means Methods for Multiple Criteria Inventory Classification","Arabian Journal for Science and Engineering","","43","6","10.1007/s13369-017-2987-z","Elif İsenSemra Boran","2018","http://link.springer.com/article/10.1007/s13369-017-2987-z","Article"
"“Financial decision support”: feature issue editorial","EURO Journal on Decision Processes","","6","1 - 2","10.1007/s40070-018-0080-9","Constantin ZopounidisDimitrios NiklisMichalis Doumpos","2018","http://link.springer.com/article/10.1007/s40070-018-0080-9","Article"
"A Survey on Spot Pricing in Cloud Computing","Journal of Network and Systems Management","","26","4","10.1007/s10922-017-9444-x","Dinesh KumarGaurav BaranwalZahid RazaDeo Prakash Vidyarthi","2018","http://link.springer.com/article/10.1007/s10922-017-9444-x","Article"
"ANN embedded data envelopment analysis approach for measuring the efficiency of state boards in India","International Journal of System Assurance Engineering and Management","","9","5","10.1007/s13198-018-0743-8","Natthan SinghMillie PantAmit Goel","2018","http://link.springer.com/article/10.1007/s13198-018-0743-8","Article"
"Grey Relational Analysis Method for Probabilistic Linguistic Multi-criteria Group Decision-Making Based on Geometric Bonferroni Mean","International Journal of Fuzzy Systems","","20","7","10.1007/s40815-017-0374-2","Decui LiangAgbodah KobinaWei Quan","2018","http://link.springer.com/article/10.1007/s40815-017-0374-2","Article"
"Designing “Living” Evidence Networks for Health Optimisation: Knowledge Extraction of Patient-Relevant Outcomes in Mental Disorders","Designing for a Digital and Globalized World","","","","10.1007/978-3-319-91800-6_7","Hoang D. NguyenØystein EiringDanny Chiang Choon Poo","2018","http://link.springer.com/chapter/10.1007/978-3-319-91800-6_7","Chapter"
"Financial decision support: an overview of developments and recent trends","EURO Journal on Decision Processes","","6","1 - 2","10.1007/s40070-018-0078-3","Constantin ZopounidisMichalis DoumposDimitrios Niklis","2018","http://link.springer.com/article/10.1007/s40070-018-0078-3","Article"
"Roadmapping the Future in Defense and Security: Innovations in Technology Using Multidisciplinary Convergence","Advanced Nanotechnologies for Detection and Defence against CBRN Agents","","","","10.1007/978-94-024-1298-7_1","Ashok Vaseashta","2018","http://link.springer.com/chapter/10.1007/978-94-024-1298-7_1","Chapter"
"Analysis of Means for building Context-Aware Recommendation System for Mobile Learning","The Digital Turn in Higher Education","","","","10.1007/978-3-658-19925-8_16","Larysa ShcherbachenkoSamuel Nowakowski","2018","http://link.springer.com/chapter/10.1007/978-3-658-19925-8_16","Chapter"
"Integration of Complex IoT Data with Case-Specific Interactive Expert Knowledge Feedback, for Elderly Frailty Prevention","Smart Homes and Health Telematics, Designing a Better Future: Urban Assisted Living","","","","10.1007/978-3-319-94523-1_25","Vladimir UroševićPaolo PaoliniChristos Tatsiopoulos","2018","http://link.springer.com/chapter/10.1007/978-3-319-94523-1_25","Chapter"
"Technology Assessment: Developing Geothermal Energy Resources for Supporting Electrical System in Oregon","Infrastructure and Technology Management","","","","10.1007/978-3-319-68987-6_4","Ahmed Shehab AlshareefTugrul U. DaimIbrahim Iskin","2018","http://link.springer.com/chapter/10.1007/978-3-319-68987-6_4","Chapter"
"Approximate Computing: An Old Job for Cartesian Genetic Programming?","Inspired by Nature","","","","10.1007/978-3-319-67997-6_9","Lukas Sekanina","2018","http://link.springer.com/chapter/10.1007/978-3-319-67997-6_9","Chapter"
"A control theoretical view of cloud elasticity: taxonomy, survey and challenges","Cluster Computing","","21","4","10.1007/s10586-018-2807-6","Amjad UllahJingpeng LiYindong ShenAmir Hussain","2018","http://link.springer.com/article/10.1007/s10586-018-2807-6","Article"
"State of the Art","Electronic Batch Recording Solutions","","","","10.1007/978-3-658-19819-0_2","Monika Futschik","2018","http://link.springer.com/chapter/10.1007/978-3-658-19819-0_2","Chapter"
"Visualization on Decision Support Systems Models: Literature Overview","Trends and Advances in Information Systems and Technologies","","","","10.1007/978-3-319-77703-0_73","Carlos Manuel Oliveira AlvesManuel Pérez Cota","2018","http://link.springer.com/chapter/10.1007/978-3-319-77703-0_73","Chapter"
"Efficient Binary Fuzzy Measure Representation and Choquet Integral Learning","Information Processing and Management of Uncertainty in Knowledge-Based Systems. Theory and Foundations","","","","10.1007/978-3-319-91473-2_10","Muhammad Aminul IslamDerek T. AndersonXiaoxiao DuTimothy C. HavensChristian Wagner","2018","http://link.springer.com/chapter/10.1007/978-3-319-91473-2_10","Chapter"
"Responsive Production in Manufacturing: A Modular Architecture","Practical Issues of Intelligent Innovations","","","","10.1007/978-3-319-78437-3_10","Maria MarquesCarlos AgostinhoGregory ZacharewiczRaul PolerRicardo Jardim-Goncalves","2018","http://link.springer.com/chapter/10.1007/978-3-319-78437-3_10","Chapter"
"Leveraging Big Data Towards Functionally-Based, Catchment Scale Restoration Prioritization","Environmental Management","","62","6","10.1007/s00267-018-1100-z","John P. LovetteJonathan M. DuncanLindsey S. SmartJohn P. FayLydia P. OlanderDean L. UrbanNancy DalyJamie BlackwellAnne B. HoosAna María GarcíaLawrence E. Band","2018","http://link.springer.com/article/10.1007/s00267-018-1100-z","Article"
"A Utility Theory Based Interactive Approach to Robustness in Linear Optimization","Journal of Global Optimization","","70","4","10.1007/s10898-017-0581-2","Mehdi KarimiSomayeh MoazeniLevent Tunçel","2018","http://link.springer.com/article/10.1007/s10898-017-0581-2","Article"
"Individuals’ Decisions in the Presence of Multiple Goals","Customer Needs and Solutions","","5","1 - 2","10.1007/s40547-017-0071-1","Benedict G. C. DellaertJoffre SwaitWiktor L. Vic AdamowiczTheo A. ArentzeElizabeth E. BruchElisabetta CherchiCaspar ChorusBas DonkersFred M. FeinbergA. A. J. MarleyLinda Court Salisbury","2018","http://link.springer.com/article/10.1007/s40547-017-0071-1","Article"
"A fuzzy decision support system for credit scoring","Neural Computing and Applications","","29","10","10.1007/s00521-016-2592-1","Joshua IgnatiusAdel Hatami-MarbiniAmirah RahmanLalitha DhamotharanPegah Khoshnevis","2018","http://link.springer.com/article/10.1007/s00521-016-2592-1","Article"
"Research on key technologies for immune monitoring of intelligent manufacturing system","The International Journal of Advanced Manufacturing Technology","","94","5 - 8","10.1007/s00170-016-9784-9","Qixiang CaiDunbing TangHaihua ZhuJianhua Zhou","2018","http://link.springer.com/article/10.1007/s00170-016-9784-9","Article"
"Qualitative Evaluation Methods","Mixed Intelligent Systems","","","","10.1007/978-3-319-91158-8_4","Tadeusz A. Grzeszczyk","2018","http://link.springer.com/chapter/10.1007/978-3-319-91158-8_4","Chapter"
"A study on fuzzy logic based cloud computing","Cluster Computing","","21","1","10.1007/s10586-017-0953-x","Bashir HayatKyong Hoon KimKi-Il Kim","2018","http://link.springer.com/article/10.1007/s10586-017-0953-x","Article"
"Incremental method of updating approximations in DRSA under variations of multiple objects","International Journal of Machine Learning and Cybernetics","","9","2","10.1007/s13042-015-0477-8","Yan LiYongfei JinXiaodian Sun","2018","http://link.springer.com/article/10.1007/s13042-015-0477-8","Article"
"Prediction of Large Deformation Behavior in Tunnels Based on AHP–FUZZY Method and Numerical Simulation Method","Geotechnical and Geological Engineering","","36","1","10.1007/s10706-017-0312-y","Jian-bo XuJian-ping ChenShuang-lan WuYi-heng PanWei WangQi-qi Luo","2018","http://link.springer.com/article/10.1007/s10706-017-0312-y","Article"
"An interval type 2 hesitant fuzzy MCDM approach and a fuzzy c means clustering for retailer clustering","Soft Computing","","22","15","10.1007/s00500-018-3191-0","Sultan Ceren OnerBaşar Oztaysi","2018","http://link.springer.com/article/10.1007/s00500-018-3191-0","Article"
"A hybrid approach to automatic IaaS service selection","Journal of Cloud Computing","","7","1","10.1186/s13677-018-0113-8","Sima SoltaniPatrick MartinKhalid Elgazzar","2018","http://link.springer.com/article/10.1186/s13677-018-0113-8","Article"
"A hybrid intelligent model for assessment of critical success factors in high-risk emergency system","Journal of Ambient Intelligence and Humanized Computing","","9","6","10.1007/s12652-018-0882-4","Yuzhen HanYong Deng","2018","http://link.springer.com/article/10.1007/s12652-018-0882-4","Article"
"How to Exploit the Digitalization Potential of Business Processes","Business & Information Systems Engineering","","60","4","10.1007/s12599-017-0509-x","Marie-Sophie DennerLouis Christian PüschelProf. Dr. Maximilian Röglinger","2018","http://link.springer.com/article/10.1007/s12599-017-0509-x","Article"
"Targets of Unequal Importance Using the Concept of Stratification in a Big Data Environment","International Journal of Fuzzy Systems","","20","4","10.1007/s40815-017-0430-y","Mehdi Rajabi AsadabadiMorteza SaberiElizabeth Chang","2018","http://link.springer.com/article/10.1007/s40815-017-0430-y","Article"
"The Use of SWOT Analysis for Future Scenarios: A Case Study of Privacy and Emerging Technologies","Envisioning Uncertain Futures","","","","10.1007/978-3-658-25074-4_7","Liisa LuotoAnnika Lonkila","2018","http://link.springer.com/chapter/10.1007/978-3-658-25074-4_7","Chapter"
"The (p, q, r, l) model for stochastic demand under Intuitionistic fuzzy aggregation with Bonferroni mean","Journal of Intelligent Manufacturing","","29","8","10.1007/s10845-016-1213-2","Sujit Kumar DeShib Sankar Sana","2018","http://link.springer.com/article/10.1007/s10845-016-1213-2","Article"
"Setting up a Mechanism for Predicting Automobile Customer Defection at SAHAM Insurance (Cameroon)","Trends and Advances in Information Systems and Technologies","","","","10.1007/978-3-319-77712-2_83","Rhode Ghislaine Nguewo NgassamJean Robert Kala KamdjougSamuel Fosso Wamba","2018","http://link.springer.com/chapter/10.1007/978-3-319-77712-2_83","Chapter"
"New Multi-objectives Scheduling Strategies in Docker SwarmKit","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-030-05057-3_8","Tarek MenouerChristophe CérinÉtienne Leclercq","2018","http://link.springer.com/chapter/10.1007/978-3-030-05057-3_8","Chapter"
"B2C Marketplace Prioritization Using Hesitant Fuzzy Linguistic AHP","International Journal of Fuzzy Systems","","20","7","10.1007/s40815-017-0429-4","Cengiz KahramanSezi Çevik OnarBaşar Öztayşi","2018","http://link.springer.com/article/10.1007/s40815-017-0429-4","Article"
"Similar Vague Concepts Selection Using Their Euclidean Distance at Different Granulation","Cognitive Computation","","10","2","10.1007/s12559-017-9527-8","Prem Kumar Singh","2018","http://link.springer.com/article/10.1007/s12559-017-9527-8","Article"
"Systematic Literature Review of Using Knowledge Management Systems and Processes in Green ICT and ICT for Greening","Technology for Smart Futures","","","","10.1007/978-3-319-60137-3_16","Alexandra Klimova","2018","http://link.springer.com/chapter/10.1007/978-3-319-60137-3_16","Chapter"
"Evaluating knowledge management failure factors using intuitionistic fuzzy FMEA approach","Knowledge and Information Systems","","57","1","10.1007/s10115-018-1172-3","Hossein Sayyadi TooranlooArezoo Sadat AyatollahSomayeh Alboghobish","2018","http://link.springer.com/article/10.1007/s10115-018-1172-3","Article"
